date,day_of_week,entry_time,entry_hour,direction,fvg_type,entry_price,stop_price,target_price,exit_price,outcome,pnl,fc_bullish,fc_range_pct,fc_body_ratio,fvg_size_pct,risk_pct,max_favorable_r,max_adverse_r,time_in_trade_min,aligned_with_fc,aligned_with_day,day_bullish,day_range_pct,fc_range_bucket,fc_body_bucket
2019-02-11,Monday,09:53,9,LONG,bullish,314.72,313.62,320.77,313.62,LOSS,-1000.0,True,0.881,0.404,0.061,0.35,3.53,1.28,75,True,True,True,4.176,0.5-1%,30-50%
2019-02-12,Tuesday,10:10,10,LONG,bullish,316.68,316.15,319.6,316.15,LOSS,-1000.0,False,0.866,0.714,0.051,0.167,0.45,1.83,4,False,False,False,2.712,0.5-1%,>70%
2019-02-13,Wednesday,10:52,10,SHORT,bearish,307.8,308.31,305.0,308.31,LOSS,-1000.0,False,0.848,0.848,0.029,0.166,1.35,1.25,9,True,True,False,2.54,0.5-1%,>70%
2019-02-14,Thursday,12:06,12,LONG,bullish,304.35,303.97,306.44,303.97,LOSS,-1000.0,False,0.973,0.495,0.159,0.125,0.92,1.16,5,False,False,False,2.502,0.5-1%,30-50%
2019-02-15,Friday,09:55,9,LONG,bullish,306.17,305.59,309.36,305.59,LOSS,-1000.0,True,0.525,0.206,0.09,0.189,3.16,1.09,84,True,True,True,1.471,0.5-1%,<30%
2019-02-19,Tuesday,10:02,10,LONG,bullish,310.65,310.18,313.25,310.18,LOSS,-1000.0,True,1.237,0.764,0.106,0.152,0.27,2.12,5,True,False,False,2.291,1-1.5%,>70%
2019-02-20,Wednesday,10:35,10,SHORT,bearish,304.83,305.25,302.55,302.55,WIN,5500.0,False,0.833,0.356,0.026,0.136,5.72,0.16,26,True,True,False,3.404,0.5-1%,30-50%
2019-02-21,Thursday,09:59,9,LONG,bullish,301.19,300.56,304.65,300.56,LOSS,-1000.0,False,0.818,0.417,0.218,0.209,0.0,1.19,5,False,False,False,4.325,0.5-1%,30-50%
2019-02-22,Friday,10:27,10,SHORT,bearish,294.75,295.08,292.91,295.08,LOSS,-1000.0,True,1.326,0.159,0.023,0.113,5.29,1.96,33,False,False,True,1.793,1-1.5%,<30%
2019-02-25,Monday,09:57,9,LONG,bullish,302.4,301.12,309.44,301.12,LOSS,-1000.0,True,0.906,0.97,0.145,0.423,0.39,1.4,14,True,False,False,6.881,0.5-1%,>70%
2019-02-26,Tuesday,09:51,9,LONG,bullish,294.15,293.18,299.48,299.48,WIN,5500.0,False,1.629,0.567,0.327,0.33,5.77,0.64,84,False,True,True,5.043,1.5-2%,50-70%
2019-02-27,Wednesday,09:52,9,LONG,bullish,306.84,306.13,310.74,306.13,LOSS,-1000.0,True,1.131,0.502,0.105,0.231,1.34,1.45,4,True,True,True,6.332,1-1.5%,50-70%
2019-02-28,Thursday,09:55,9,LONG,bullish,316.84,316.15,320.63,316.15,LOSS,-1000.0,False,0.796,0.67,0.401,0.218,0.29,1.45,1,False,False,False,5.348,0.5-1%,50-70%
2019-03-01,Friday,10:04,10,SHORT,bearish,299.71,301.2,291.51,294.94,TIMEOUT,3201.34,False,1.867,0.903,0.256,0.497,5.24,0.09,434,True,True,False,5.839,1.5-2%,>70%
2019-03-04,Monday,09:51,9,SHORT,bearish,291.45,292.66,284.79,284.79,WIN,5500.0,False,1.279,0.066,0.102,0.415,5.74,0.1,133,True,True,False,6.057,1-1.5%,<30%
2019-03-05,Tuesday,10:01,10,SHORT,bearish,273.13,274.21,267.19,274.21,LOSS,-1000.0,False,2.472,0.704,0.354,0.395,2.81,3.69,39,True,True,False,6.403,2-3%,>70%
2019-03-06,Wednesday,10:53,10,SHORT,bearish,278.67,279.87,272.07,279.87,LOSS,-1000.0,True,1.387,0.762,0.154,0.431,0.37,1.11,16,False,True,False,2.56,1-1.5%,>70%
2019-03-07,Thursday,09:49,9,SHORT,bearish,277.6,278.2,274.29,278.2,LOSS,-1000.0,True,1.173,0.299,0.092,0.217,0.01,1.1,1,False,False,True,3.786,1-1.5%,<30%
2019-03-08,Friday,10:43,10,LONG,bullish,279.0,278.5,281.75,278.5,LOSS,-1000.0,True,1.228,0.478,0.197,0.179,0.24,1.38,6,True,True,True,4.397,1-1.5%,30-50%
2019-03-11,Monday,09:56,9,LONG,bullish,284.88,283.71,291.34,283.71,LOSS,-1000.0,False,1.233,0.599,0.287,0.412,0.05,1.17,3,False,True,True,4.084,1-1.5%,50-70%
2019-03-12,Tuesday,11:24,11,SHORT,bearish,281.66,282.29,278.2,282.29,LOSS,-1000.0,False,1.498,0.545,0.064,0.224,0.14,1.13,4,True,True,False,3.649,1-1.5%,50-70%
2019-03-13,Wednesday,10:00,10,LONG,bullish,286.73,285.91,291.24,285.91,LOSS,-1000.0,False,0.919,0.345,0.308,0.286,2.16,1.32,23,False,True,True,3.868,0.5-1%,30-50%
2019-03-14,Thursday,09:53,9,SHORT,bearish,293.44,294.2,289.26,294.2,LOSS,-1000.0,True,0.927,0.105,0.129,0.259,0.01,1.89,2,False,True,False,3.19,0.5-1%,<30%
2019-03-15,Friday,12:49,12,SHORT,bearish,277.63,278.14,274.81,274.81,WIN,5500.0,False,1.679,0.944,0.07,0.184,5.66,0.31,139,True,True,False,4.39,1.5-2%,>70%
2019-03-18,Monday,09:57,9,SHORT,bearish,272.58,274.27,263.28,268.5,TIMEOUT,2412.79,False,0.755,0.038,0.416,0.62,3.12,0.37,428,True,True,False,3.874,0.5-1%,<30%
2019-03-19,Tuesday,09:55,9,SHORT,bearish,264.12,265.22,258.06,265.22,LOSS,-1000.0,False,1.247,0.378,0.136,0.417,0.6,1.43,25,True,False,True,3.67,1-1.5%,30-50%
2019-03-20,Wednesday,10:56,10,LONG,bullish,269.9,269.6,271.5,269.6,LOSS,-1000.0,False,0.987,0.921,0.067,0.108,1.72,1.11,11,False,True,True,3.224,0.5-1%,>70%
2019-03-21,Thursday,09:39,9,SHORT,bearish,270.75,271.83,264.83,271.83,LOSS,-1000.0,False,0.812,0.26,0.159,0.398,1.01,1.35,14,True,False,True,2.921,0.5-1%,<30%
2019-03-22,Friday,10:08,10,SHORT,bearish,269.89,270.49,266.59,266.59,WIN,5500.0,False,0.847,0.796,0.067,0.222,5.57,0.73,96,True,True,False,4.329,0.5-1%,>70%
2019-03-25,Monday,10:01,10,LONG,bullish,257.51,256.23,264.55,256.23,LOSS,-1000.0,False,1.938,0.747,0.534,0.497,0.0,1.17,2,False,False,False,3.619,1.5-2%,>70%
2019-03-26,Tuesday,09:52,9,LONG,bullish,269.05,267.68,276.55,267.68,LOSS,-1000.0,True,1.158,0.907,0.101,0.507,0.89,1.01,19,True,True,True,2.866,1-1.5%,>70%
2019-03-27,Wednesday,11:42,11,SHORT,bearish,268.81,269.22,266.56,269.22,LOSS,-1000.0,True,0.863,0.497,0.056,0.152,0.76,1.17,4,False,False,True,3.318,0.5-1%,30-50%
2019-03-28,Thursday,10:04,10,SHORT,bearish,278.61,279.05,276.17,279.05,LOSS,-1000.0,True,1.101,0.527,0.088,0.159,0.47,1.29,2,False,False,True,2.256,1-1.5%,50-70%
2019-03-29,Friday,10:16,10,LONG,bullish,277.16,276.67,279.86,276.67,LOSS,-1000.0,False,1.518,0.762,0.175,0.177,4.67,1.02,118,False,True,True,2.028,1.5-2%,>70%
2019-04-01,Monday,09:43,9,SHORT,bearish,281.98,283.0,276.37,283.0,LOSS,-1000.0,True,1.188,0.521,0.053,0.362,0.69,1.0,5,False,False,True,2.906,1-1.5%,50-70%
2019-04-02,Tuesday,09:44,9,LONG,bullish,288.93,287.6,296.25,287.6,LOSS,-1000.0,False,0.946,0.67,0.083,0.46,0.38,1.23,10,False,False,False,1.93,0.5-1%,50-70%
2019-04-03,Wednesday,13:43,13,LONG,bullish,292.56,292.17,294.72,292.17,LOSS,-1000.0,True,0.767,0.873,0.027,0.134,0.86,1.1,20,True,True,True,3.487,0.5-1%,>70%
2019-04-04,Thursday,10:10,10,LONG,bullish,266.26,265.52,270.33,270.33,WIN,5500.0,True,1.829,0.775,0.019,0.278,5.51,0.92,93,True,False,False,5.785,1.5-2%,>70%
2019-04-05,Friday,09:53,9,SHORT,bearish,266.75,267.21,264.23,267.21,LOSS,-1000.0,False,0.892,0.72,0.094,0.172,0.55,1.63,2,True,False,True,3.705,0.5-1%,>70%
2019-04-08,Monday,09:56,9,SHORT,bearish,278.39,279.29,273.44,273.44,WIN,5500.0,True,1.054,0.68,0.218,0.323,5.89,0.86,104,False,True,False,3.877,1-1.5%,50-70%
2019-04-09,Tuesday,14:48,14,LONG,bullish,272.1,271.7,274.33,271.7,LOSS,-1000.0,True,0.595,0.426,0.094,0.149,1.49,5.36,50,True,False,False,1.962,0.5-1%,30-50%
2019-04-10,Wednesday,11:14,11,SHORT,bearish,275.24,275.58,273.37,275.58,LOSS,-1000.0,False,1.08,0.147,0.069,0.123,0.71,2.09,6,True,False,True,2.556,1-1.5%,<30%
2019-04-11,Thursday,13:15,13,SHORT,bearish,267.5,267.6,266.93,267.6,LOSS,-1000.0,False,1.086,0.073,0.052,0.039,1.92,3.53,2,True,True,False,4.911,1-1.5%,<30%
2019-04-12,Friday,10:48,10,SHORT,bearish,270.33,270.56,269.06,270.56,LOSS,-1000.0,True,0.557,0.009,0.141,0.085,0.83,1.41,5,False,True,False,1.902,0.5-1%,<30%
2019-04-15,Monday,09:58,9,SHORT,bearish,262.55,263.08,259.64,263.08,LOSS,-1000.0,False,1.296,0.928,0.072,0.202,1.59,1.23,5,True,True,False,3.858,1-1.5%,>70%
2019-04-16,Tuesday,09:53,9,LONG,bullish,269.62,268.65,274.96,274.96,WIN,5500.0,True,1.41,0.705,0.141,0.36,5.52,0.94,273,True,True,True,3.851,1-1.5%,>70%
2019-04-17,Wednesday,15:16,15,SHORT,bearish,271.15,271.33,270.16,271.33,LOSS,-1000.0,False,1.05,0.749,0.085,0.066,1.17,1.0,6,True,True,False,2.317,1-1.5%,>70%
2019-04-18,Thursday,10:56,10,LONG,bullish,273.23,273.0,274.47,273.0,LOSS,-1000.0,True,1.095,0.007,0.05,0.082,0.24,1.38,3,True,True,True,2.352,1-1.5%,<30%
2019-04-22,Monday,10:07,10,SHORT,bearish,265.33,265.85,262.5,262.5,WIN,5500.0,False,0.928,0.489,0.079,0.194,5.53,0.97,53,True,True,False,2.845,0.5-1%,30-50%
2019-04-23,Tuesday,09:43,9,LONG,bullish,261.94,260.03,272.45,263.8,TIMEOUT,973.82,False,1.809,0.758,0.644,0.729,1.92,0.74,437,False,False,False,3.734,1.5-2%,>70%
2019-04-24,Wednesday,10:16,10,SHORT,bearish,263.54,263.9,261.53,261.53,WIN,5500.0,False,1.223,0.191,0.162,0.138,6.96,0.05,165,True,True,False,5.865,1-1.5%,<30%
2019-04-25,Thursday,09:44,9,LONG,bullish,257.32,255.6,266.8,255.6,LOSS,-1000.0,False,1.874,0.679,0.255,0.669,0.97,1.08,12,False,False,False,5.057,1.5-2%,50-70%
2019-04-26,Friday,10:29,10,SHORT,bearish,242.75,243.38,239.29,239.29,WIN,5500.0,False,1.478,0.829,0.078,0.26,5.86,0.22,84,True,True,False,7.417,1-1.5%,>70%
2019-04-29,Monday,09:57,9,LONG,bullish,238.61,237.88,242.62,237.88,LOSS,-1000.0,False,1.636,0.636,0.135,0.305,0.36,1.51,2,False,True,True,4.948,1.5-2%,50-70%
2019-04-30,Tuesday,09:41,9,SHORT,bearish,242.05,243.4,234.63,243.4,LOSS,-1000.0,True,1.079,0.567,0.025,0.558,0.98,1.03,20,False,True,False,2.995,1-1.5%,50-70%
2019-05-01,Wednesday,09:39,9,LONG,bullish,239.3,238.09,245.96,238.09,LOSS,-1000.0,False,0.887,0.659,0.128,0.506,0.58,1.24,10,False,False,False,3.561,0.5-1%,50-70%
2019-05-02,Thursday,09:43,9,LONG,bullish,244.8,243.5,251.95,243.5,LOSS,-1000.0,False,2.275,0.507,0.041,0.531,0.62,1.3,3,False,True,True,8.143,2-3%,50-70%
2019-05-03,Friday,09:56,9,SHORT,bearish,247.1,247.69,243.86,247.69,LOSS,-1000.0,True,1.59,0.806,0.246,0.238,0.85,1.17,4,False,False,True,6.32,1.5-2%,>70%
2019-05-06,Monday,10:12,10,LONG,bullish,252.95,252.24,256.85,252.24,LOSS,-1000.0,True,1.001,0.361,0.119,0.281,1.76,1.15,38,True,True,True,4.392,1-1.5%,30-50%
2019-05-07,Tuesday,09:50,9,SHORT,bearish,252.75,253.63,247.91,247.91,WIN,5500.0,False,0.918,0.213,0.087,0.348,5.76,0.5,214,True,True,False,5.542,0.5-1%,<30%
2019-05-08,Wednesday,13:45,13,LONG,bullish,245.42,244.86,248.5,244.86,LOSS,-1000.0,False,1.08,0.571,0.082,0.228,0.89,1.04,28,False,False,False,2.995,1-1.5%,50-70%
2019-05-09,Thursday,10:33,10,LONG,bullish,239.64,238.99,243.21,238.99,LOSS,-1000.0,False,1.519,0.544,0.038,0.271,0.03,1.22,4,False,False,False,2.777,1.5-2%,50-70%
2019-05-10,Friday,09:42,9,LONG,bullish,241.24,240.05,247.78,240.05,LOSS,-1000.0,False,0.704,0.368,0.196,0.493,0.07,1.45,2,False,False,False,2.868,0.5-1%,30-50%
2019-05-13,Monday,09:42,9,LONG,bullish,231.33,230.3,237.0,230.3,LOSS,-1000.0,False,2.54,0.822,0.265,0.445,0.0,1.19,1,False,False,False,6.578,2-3%,>70%
2019-05-14,Tuesday,10:08,10,LONG,bullish,230.95,229.85,237.0,232.25,TIMEOUT,1180.83,True,0.87,0.65,0.055,0.477,3.23,0.72,386,True,True,True,3.082,0.5-1%,50-70%
2019-05-15,Wednesday,10:18,10,LONG,bullish,230.57,229.62,235.83,229.62,LOSS,-1000.0,False,1.292,0.307,0.555,0.414,1.95,1.28,44,False,False,False,3.579,1-1.5%,30-50%
2019-05-16,Thursday,11:09,11,SHORT,bearish,228.54,228.93,226.39,228.93,LOSS,-1000.0,True,0.656,0.404,0.07,0.171,0.1,1.03,1,False,True,False,2.811,0.5-1%,30-50%
2019-05-17,Friday,10:36,10,SHORT,bearish,218.59,219.15,215.48,219.15,LOSS,-1000.0,False,1.336,0.369,0.201,0.258,1.04,1.0,16,True,True,False,8.053,1-1.5%,30-50%
2019-05-20,Monday,10:51,10,LONG,bullish,200.6,199.86,204.67,199.86,LOSS,-1000.0,False,3.788,0.742,0.237,0.369,3.01,1.08,24,False,False,False,7.871,>3%,>70%
2019-05-21,Tuesday,09:56,9,LONG,bullish,202.66,200.83,212.72,200.83,LOSS,-1000.0,True,2.722,0.599,0.047,0.903,0.07,1.1,2,True,False,False,5.569,2-3%,50-70%
2019-05-22,Wednesday,10:00,10,LONG,bullish,202.57,201.36,209.22,201.36,LOSS,-1000.0,True,1.985,0.942,0.273,0.597,0.26,1.18,7,True,False,False,7.166,1.5-2%,>70%
2019-05-23,Thursday,09:44,9,SHORT,bearish,187.05,188.79,177.48,188.79,LOSS,-1000.0,False,2.965,0.717,0.36,0.93,0.48,1.37,3,True,False,True,9.336,2-3%,>70%
2019-05-24,Friday,10:07,10,SHORT,bearish,195.22,196.49,188.21,190.3,TIMEOUT,3861.77,False,1.3,0.656,0.107,0.652,5.08,0.13,415,True,True,False,7.556,1-1.5%,50-70%
2019-05-28,Tuesday,09:52,9,LONG,bullish,193.86,193.25,197.22,193.25,LOSS,-1000.0,True,0.891,0.012,0.196,0.315,0.23,1.41,3,True,False,False,3.727,0.5-1%,<30%
2019-05-29,Wednesday,11:53,11,LONG,bullish,186.15,185.91,187.47,187.47,WIN,5500.0,False,2.138,0.426,0.177,0.129,7.08,0.62,20,False,True,True,3.902,2-3%,30-50%
2019-05-30,Thursday,10:00,10,SHORT,bearish,189.58,190.08,186.83,190.08,LOSS,-1000.0,True,1.547,0.806,0.363,0.264,5.12,1.22,159,False,True,False,2.77,1.5-2%,>70%
2019-05-31,Friday,09:49,9,SHORT,bearish,185.47,186.24,181.23,186.24,LOSS,-1000.0,True,1.424,0.083,0.156,0.415,1.15,1.09,9,False,True,False,3.705,1-1.5%,<30%
2019-06-03,Monday,09:47,9,SHORT,bearish,183.03,184.0,177.67,177.67,WIN,5500.0,True,1.256,0.206,0.097,0.533,5.85,0.94,295,False,True,False,5.261,1-1.5%,<30%
2019-06-04,Tuesday,09:46,9,LONG,bullish,185.22,184.01,191.88,184.01,LOSS,-1000.0,True,1.459,0.408,0.049,0.653,0.34,1.36,3,True,True,True,8.444,1-1.5%,30-50%
2019-06-05,Wednesday,10:19,10,SHORT,bearish,195.84,196.6,191.66,196.6,LOSS,-1000.0,False,1.637,0.205,0.407,0.388,0.0,1.2,5,True,True,False,4.807,1.5-2%,<30%
2019-06-06,Thursday,13:36,13,SHORT,bearish,203.99,204.27,202.45,204.27,LOSS,-1000.0,False,2.361,0.031,0.01,0.137,2.15,1.47,5,True,False,True,7.27,2-3%,<30%
2019-06-07,Friday,09:54,9,LONG,bullish,209.15,208.5,212.71,208.5,LOSS,-1000.0,True,1.268,0.668,0.225,0.31,0.97,1.57,15,True,False,False,3.541,1-1.5%,50-70%
2019-06-10,Monday,13:57,13,SHORT,bearish,212.26,212.65,210.13,212.65,LOSS,-1000.0,True,1.891,0.499,0.195,0.183,4.54,1.13,37,False,False,True,5.757,1.5-2%,30-50%
2019-06-11,Tuesday,17:21,17,SHORT,bearish,217.52,217.72,216.42,217.72,LOSS,-1000.0,False,1.114,0.095,0.051,0.092,0.1,1.8,1,True,False,True,7.039,1-1.5%,<30%
2019-06-12,Wednesday,10:19,10,SHORT,bearish,215.0,216.47,206.94,209.8,TIMEOUT,3546.34,False,1.866,0.748,0.102,0.682,4.36,0.07,418,True,True,False,7.922,1.5-2%,>70%
2019-06-13,Thursday,09:54,9,LONG,bullish,213.31,212.15,219.7,212.15,LOSS,-1000.0,False,2.296,0.373,0.169,0.545,1.37,1.3,12,False,True,True,3.519,2-3%,30-50%
2019-06-14,Friday,12:43,12,SHORT,bearish,211.98,212.18,210.88,210.88,WIN,5500.0,True,1.106,0.432,0.146,0.094,5.71,0.25,10,False,False,True,3.532,1-1.5%,30-50%
2019-06-17,Monday,10:21,10,LONG,bullish,220.59,219.88,224.5,224.5,WIN,5500.0,False,0.98,0.105,0.198,0.322,5.51,0.93,28,False,True,True,5.964,0.5-1%,<30%
2019-06-18,Tuesday,10:10,10,LONG,bullish,232.51,231.54,237.84,231.54,LOSS,-1000.0,True,1.949,0.348,0.114,0.417,0.49,1.23,7,True,False,False,5.383,1.5-2%,30-50%
2019-06-19,Wednesday,09:40,9,SHORT,bearish,221.93,223.27,214.58,223.27,LOSS,-1000.0,False,1.105,0.112,0.138,0.603,0.65,1.03,11,True,False,True,2.965,1-1.5%,<30%
2019-06-20,Thursday,11:01,11,LONG,bullish,221.89,221.27,225.28,221.27,LOSS,-1000.0,False,1.685,0.518,0.362,0.278,0.65,1.12,8,False,False,False,6.092,1.5-2%,50-70%
2019-06-21,Friday,09:57,9,LONG,bullish,218.68,218.04,222.17,218.04,LOSS,-1000.0,False,0.878,0.026,0.069,0.29,1.1,1.29,14,False,True,True,3.045,0.5-1%,<30%
2019-06-24,Monday,19:00,19,SHORT,bearish,224.14,224.5,222.16,224.3,TIMEOUT,-444.44,True,1.225,0.745,0.0,0.161,1.22,0.72,12,False,False,True,2.185,1-1.5%,>70%
2019-06-25,Tuesday,09:47,9,SHORT,bearish,223.03,223.76,219.02,223.76,LOSS,-1000.0,False,0.888,0.119,0.131,0.327,0.92,1.48,7,True,True,False,2.617,0.5-1%,<30%
2019-06-26,Wednesday,09:50,9,LONG,bullish,223.44,222.96,226.08,226.08,WIN,5500.0,True,0.982,0.139,0.184,0.215,5.75,0.04,21,True,False,False,4.82,0.5-1%,<30%
2019-06-27,Thursday,09:45,9,SHORT,bearish,217.54,218.67,211.3,218.67,LOSS,-1000.0,True,0.966,0.373,0.16,0.521,0.0,1.15,4,False,False,True,2.779,0.5-1%,30-50%
2019-06-28,Friday,09:45,9,LONG,bullish,222.79,222.17,226.22,222.17,LOSS,-1000.0,True,0.767,0.353,0.445,0.279,3.27,1.04,104,True,True,True,2.268,0.5-1%,30-50%
2019-07-01,Monday,09:50,9,LONG,bullish,229.98,229.08,234.93,229.08,LOSS,-1000.0,False,1.466,0.493,0.039,0.391,3.47,1.41,41,False,True,True,3.008,1-1.5%,30-50%
2019-07-02,Tuesday,09:55,9,SHORT,bearish,225.7,226.34,222.17,226.34,LOSS,-1000.0,False,1.229,0.629,0.118,0.285,5.42,5.37,377,True,False,True,9.987,1-1.5%,50-70%
2019-07-03,Wednesday,09:55,9,LONG,bullish,237.86,237.12,241.91,237.12,LOSS,-1000.0,True,1.699,0.105,0.261,0.31,2.91,1.14,45,True,False,False,3.347,1.5-2%,<30%
2019-07-05,Friday,15:50,15,SHORT,bearish,233.16,233.32,232.28,233.32,LOSS,-1000.0,False,0.934,0.224,0.109,0.069,1.0,1.14,4,True,True,False,2.09,0.5-1%,<30%
2019-07-08,Monday,14:53,14,LONG,bullish,230.65,230.46,231.72,230.46,LOSS,-1000.0,False,1.523,0.397,0.009,0.084,4.37,1.21,48,False,False,False,1.863,1.5-2%,30-50%
2019-07-09,Tuesday,11:35,11,SHORT,bearish,228.93,229.21,227.39,229.21,LOSS,-1000.0,True,0.798,0.575,0.061,0.122,0.34,1.04,4,False,False,True,1.623,0.5-1%,50-70%
2019-07-10,Wednesday,09:48,9,LONG,bullish,235.78,234.74,241.5,234.74,LOSS,-1000.0,False,0.64,0.284,0.068,0.441,1.26,1.18,18,False,True,True,3.623,0.5-1%,<30%
2019-07-11,Thursday,09:40,9,SHORT,bearish,236.2,237.0,231.8,237.0,LOSS,-1000.0,False,0.93,0.448,0.148,0.339,0.5,1.74,4,True,True,False,2.384,0.5-1%,30-50%
2019-07-12,Friday,09:42,9,LONG,bullish,241.78,241.4,243.85,243.85,WIN,5500.0,True,0.694,0.886,0.162,0.156,5.64,0.87,20,True,True,True,3.035,0.5-1%,>70%
