date,day_of_week,entry_time,entry_hour,direction,fvg_type,entry_price,stop_price,target_price,exit_price,outcome,pnl,fc_bullish,fc_range_pct,fc_body_ratio,fvg_size_pct,risk_pct,max_favorable_r,max_adverse_r,time_in_trade_min,aligned_with_fc,aligned_with_day,day_bullish,day_range_pct,fc_range_bucket,fc_body_bucket
2023-05-22,Monday,10:36,10,LONG,bullish,184.79,184.17,188.2,184.17,LOSS,-1000.0,True,1.559,0.735,0.033,0.336,0.11,1.27,4,True,True,True,5.739,1.5-2%,>70%
2023-05-23,Tuesday,13:07,13,LONG,bullish,188.24,187.61,191.72,187.61,LOSS,-1000.0,True,1.12,0.811,0.016,0.336,1.5,1.38,22,True,False,False,4.424,1-1.5%,>70%
2023-05-24,Wednesday,11:26,11,SHORT,bearish,181.18,181.44,179.73,181.44,LOSS,-1000.0,True,0.846,0.364,0.331,0.146,2.0,1.42,10,False,False,True,5.27,0.5-1%,30-50%
2023-05-25,Thursday,10:49,10,SHORT,bearish,184.17,184.6,181.83,184.6,LOSS,-1000.0,False,1.185,0.6,0.136,0.232,1.09,1.42,18,True,True,False,3.586,1-1.5%,50-70%
2023-05-26,Friday,09:51,9,LONG,bullish,188.01,187.3,191.91,191.91,WIN,5500.0,True,1.314,0.863,0.24,0.378,5.51,0.39,102,True,True,True,8.081,1-1.5%,>70%
2023-05-30,Tuesday,09:46,9,LONG,bullish,203.26,202.27,208.7,202.27,LOSS,-1000.0,True,1.704,0.548,0.52,0.487,0.95,1.68,5,True,True,True,5.06,1.5-2%,50-70%
2023-05-31,Wednesday,10:18,10,SHORT,bearish,196.8,198.19,189.16,198.19,LOSS,-1000.0,False,2.082,0.156,0.315,0.706,0.4,1.08,15,True,False,True,4.412,2-3%,<30%
2023-06-01,Thursday,10:56,10,SHORT,bearish,202.44,202.85,200.19,202.85,LOSS,-1000.0,False,1.926,0.147,0.02,0.203,0.05,1.2,1,True,False,True,5.119,1.5-2%,<30%
2023-06-02,Friday,09:41,9,LONG,bullish,213.05,212.21,217.67,212.21,LOSS,-1000.0,True,1.339,0.719,0.207,0.394,0.36,1.42,4,True,True,True,4.91,1-1.5%,>70%
2023-06-05,Monday,09:53,9,SHORT,bearish,218.24,219.6,210.76,219.6,LOSS,-1000.0,True,1.619,0.879,0.073,0.623,0.1,1.02,3,False,False,True,4.341,1.5-2%,>70%
2023-06-06,Tuesday,10:24,10,LONG,bullish,215.32,214.82,218.07,214.82,LOSS,-1000.0,False,1.412,0.553,0.172,0.232,0.28,1.14,3,False,True,True,5.988,1-1.5%,50-70%
2023-06-07,Wednesday,14:26,14,SHORT,bearish,226.16,226.98,221.68,223.1,TIMEOUT,3760.74,True,1.137,0.124,0.013,0.36,4.25,0.53,333,False,True,False,3.629,1-1.5%,<30%
2023-06-08,Thursday,09:41,9,LONG,bullish,226.98,225.87,233.08,225.87,LOSS,-1000.0,True,1.296,0.232,0.137,0.489,0.29,1.19,4,True,True,True,12.377,1-1.5%,<30%
2023-06-09,Friday,10:00,10,LONG,bullish,248.81,247.58,255.61,247.58,LOSS,-1000.0,False,1.287,0.306,0.105,0.496,0.31,1.15,4,False,False,False,4.228,1-1.5%,30-50%
2023-06-12,Monday,09:41,9,SHORT,bearish,246.79,247.84,241.05,247.84,LOSS,-1000.0,True,0.817,0.413,0.27,0.423,0.88,1.44,15,False,False,True,2.953,0.5-1%,30-50%
2023-06-13,Tuesday,09:40,9,SHORT,bearish,253.76,254.56,249.39,254.56,LOSS,-1000.0,True,1.118,0.6,0.165,0.313,0.32,1.54,2,False,False,True,4.625,1-1.5%,50-70%
2023-06-14,Wednesday,09:52,9,SHORT,bearish,256.56,257.23,252.91,257.23,LOSS,-1000.0,False,1.531,0.563,0.229,0.259,1.98,1.11,7,True,True,False,5.489,1.5-2%,50-70%
2023-06-15,Thursday,10:01,10,LONG,bullish,255.32,254.3,260.93,254.3,LOSS,-1000.0,True,1.74,0.622,0.358,0.399,3.56,1.03,148,True,False,False,4.596,1.5-2%,50-70%
2023-06-16,Friday,12:59,12,LONG,bullish,260.89,260.73,261.77,260.73,LOSS,-1000.0,True,1.351,0.204,0.031,0.061,4.44,2.13,8,True,True,True,4.323,1-1.5%,<30%
2023-06-20,Tuesday,09:52,9,LONG,bullish,266.66,265.94,270.62,265.94,LOSS,-1000.0,True,1.452,0.764,0.388,0.27,0.06,1.94,2,True,True,True,8.548,1-1.5%,>70%
2023-06-21,Wednesday,10:16,10,SHORT,bearish,269.57,270.94,262.03,262.03,WIN,5500.0,False,1.352,0.035,0.255,0.508,5.69,0.35,50,True,True,False,8.623,1-1.5%,<30%
2023-06-22,Thursday,10:48,10,LONG,bullish,258.82,257.63,265.37,257.63,LOSS,-1000.0,True,2.604,0.559,0.388,0.46,0.15,1.08,5,True,True,True,7.218,2-3%,50-70%
2023-06-23,Friday,09:43,9,SHORT,bearish,257.38,259.04,248.25,259.04,LOSS,-1000.0,True,1.202,0.546,0.181,0.645,2.76,1.2,124,False,True,False,4.472,1-1.5%,50-70%
2023-06-26,Monday,09:50,9,LONG,bullish,256.48,255.6,261.32,255.6,LOSS,-1000.0,True,1.882,0.881,0.003,0.343,2.15,1.25,32,True,False,False,7.854,1.5-2%,>70%
2023-06-27,Tuesday,10:56,10,SHORT,bearish,243.14,244.05,238.11,244.05,LOSS,-1000.0,False,1.691,0.01,0.316,0.376,0.58,1.01,4,True,False,True,5.018,1.5-2%,<30%
